phase,user_id,policy,hit_rate,precision,recall,f1,latency_saved_ms,latency_saved_pct
phase4_order,23_F,M2_JM_K3,0.9244,0.5901,0.878,0.7058,1954.3,70.73
phase4_order,23_F,M2_JM_K5,0.9283,0.5907,0.8783,0.7063,1959.97,70.94
phase4_order,23_F,M2_JM_K10,0.9186,0.5803,0.8736,0.6973,1945.41,70.41
phase4_order,15_F,M2_Naive,0.9542,0.7669,0.9278,0.8397,2272.53,82.25
phase4_order,15_F,M2_Laplace_001,0.9542,0.7669,0.9278,0.8397,2272.53,82.25
phase4_order,15_F,M2_Laplace_010,0.9542,0.7669,0.9278,0.8397,2272.53,82.25
phase4_order,15_F,M2_Laplace_050,0.9542,0.7669,0.9278,0.8397,2272.53,82.25
phase4_order,15_F,M2_Backoff_3,0.953,0.7648,0.936,0.8417,2270.47,82.17
phase4_order,15_F,M2_Backoff_5,0.9505,0.766,0.9371,0.8429,2267.1,82.05
phase4_order,15_F,M2_Backoff_10,0.9505,0.7667,0.939,0.8442,2267.1,82.05
phase4_order,15_F,M2_JM_K3,0.9554,0.7617,0.9411,0.8419,2274.84,82.33
phase4_order,15_F,M2_JM_K5,0.9554,0.7637,0.9417,0.8434,2274.59,82.32
phase4_order,15_F,M2_JM_K10,0.9579,0.764,0.9418,0.8436,2278.21,82.45
phase4_order,1_M,M2_Naive,0.9604,0.631,0.8616,0.7285,2230.26,80.72
phase4_order,1_M,M2_Laplace_001,0.9604,0.631,0.8616,0.7285,2230.26,80.72
phase4_order,1_M,M2_Laplace_010,0.9604,0.631,0.8616,0.7285,2230.26,80.72
phase4_order,1_M,M2_Laplace_050,0.9604,0.631,0.8616,0.7285,2230.26,80.72
phase4_order,1_M,M2_Backoff_3,0.9581,0.627,0.8784,0.7317,2227.03,80.6
phase4_order,1_M,M2_Backoff_5,0.9537,0.6266,0.8826,0.7329,2221.68,80.41
phase4_order,1_M,M2_Backoff_10,0.9537,0.6484,0.895,0.752,2220.59,80.37
phase4_order,1_M,M2_JM_K3,0.9604,0.6454,0.901,0.7521,2230.26,80.72
phase4_order,1_M,M2_JM_K5,0.9604,0.6454,0.901,0.7521,2230.26,80.72
phase4_order,1_M,M2_JM_K10,0.9604,0.6513,0.9033,0.7568,2230.26,80.72
phase4_order,30_F,M2_Naive,0.945,0.6328,0.8831,0.7373,2156.48,78.05
phase4_order,30_F,M2_Laplace_001,0.945,0.6328,0.8831,0.7373,2156.48,78.05
phase4_order,30_F,M2_Laplace_010,0.945,0.6328,0.8831,0.7373,2156.48,78.05
phase4_order,30_F,M2_Laplace_050,0.945,0.6328,0.8831,0.7373,2156.48,78.05
